Text,Sentiment,cleaned_text
Marijuana stocks smoking MJNS CBIS HEMP the new trend. Next hot sector Biofuels PEIX SYNM BIOF money in focus,1,marijuana stock smoking mjns cbis hemp new trend next hot sector biofuels peix synm biof money focus
"GOOG just like we said 7hours ago, it is national GOOG puts week. Easy +50% option scalps. NFX puts here we go..weeee!",-1,goog like said hour ago national goog put week easy option scalp nfx put goweeee
"Despite market spook by media and the WSJ, going AAP calls this week.",1,despite market spook medium wsj going aap call week
"PCN working off some overbought conditions but rising shakeout today despite market overall,  ",1,pcn working overbought condition rising shakeout today despite market overall
CEE shorting more 43.76 avg me to short at 43.73,-1,cee shorting avg short
ANTH ZCS p 4 times average volume today. ots of people have taken interest here.,1,anth zcs p time average volume today ots people taken interest
added to ebay in trading account,1,added ebay trading account
COH head and shoulders update.   ,-1,coh head shoulder update
"3 tech stocks with staying power - IBM, Intel INTC & Qualcomm QCOM. And QCOM lets you keep AAP exposure to boot!  ",1,tech stock staying power ibm intel intc qualcomm qcom qcom let keep aap exposure boot
NFX nibbled a few earlier and holding over night. Sharing a few thoughts POSTED VIDEO  ,1,nfx nibbled earlier holding night sharing thought posted video
"NFX new HoD, nice",1,nfx new hod nice
holding ANA BBY FB GAE HES VSN WCX,1,holding ana bby fb gae he vsn wcx
After Hours Most Advanced: CC EDMC BKS HAYN PIM EZPW MC DGIT PAB JNY MM GFF THO CACI PMI IF STZ CODE NB,1,hour advanced cc edmc bk hayn pim ezpw mc dgit pab jny mm gff tho caci pmi stz code nb
CI - getting long building position here for move thru 7.00 - stock like a rock today - target 7.00++,1,ci getting long building position move thru stock like rock today target
CI - you don't see a spike like that one huge green bar without some sort of continuation - somebody knows someting,1,ci dont see spike like one huge green bar without sort continuation somebody know someting
Market Wrap Video + Additions to Watch ist  including: CAH CMI HA KAC NFX,1,market wrap video addition watch ist including cah cmi ha kac nfx
AMZN Has Post-Earnings eversal  ,-1,amzn postearnings eversal
YM fails to break above. Downtrend continuous.,-1,ym fails break downtrend continuous
K is closing lower slowly with greater-than-average volume. Be Aware,-1,k closing lower slowly greaterthanaverage volume aware
HA  Over 41.25,1,ha
"PCN, Short interest very low <5%, BEAISH POINT AND FIGE TIANGE, GAP lower confirms, 625inplay  ",-1,pcn short interest low beaish point fige tiange gap lower confirms inplay
and HA -   ,1,ha
DK Over 34.75 for a continuation  ,1,dk continuation
"SPY, ES, We trade what we see,,,turn of CNBC noise or nonsense,,trust ur technicals...  ",-1,spy e trade seeturn cnbc noise nonsensetrust ur technical
user edon PEIX has a history of management dropping the ball on runs in the stock price. Hopefully they stay silent this time around,1,user edon peix history management dropping ball run stock price hopefully stay silent time around
"WAG should be a good stock winner, because it is turning into a horrible company for its employees!",-1,wag good stock winner turning horrible company employee
my weekly blog post is a collection of yhoo notes newsgrade.blogspot dot com,1,weekly blog post collection yhoo note newsgradeblogspot dot com
GS  out weekly C1501.04,1,g weekly c
Way to go! DDD. Seems to have found support from MA(50). p trend continues guys.,1,way go ddd seems found support p trend continues guy
BAC 11.75 to 11.80 today IMHO,1,bac today imho
AJ stopped out +6% for a nice gain  ,1,aj stopped nice gain
"AMWD still working well, play of the week so far",1,amwd still working well play week far
"DEXO has this inverse h+s, bounced off fib, -longer term W bottom..",1,dexo inverse h bounced fib longer term w bottom
TES moving stop up again; been a huge winner  ,1,te moving stop huge winner
ong EN with stop arnd 39.40- entry 40.10  ,1,ong en stop arnd entry
NFX BOOM,1,nfx boom
NFX OI loading up in OTM Calls,1,nfx oi loading otm call
"PNA trying to break the DT line again and already at average daily volume, earnings tonight  ",1,pna trying break dt line already average daily volume earnings tonight
"G SWHC both breaking up out of similar bull flag patterns, volume light though, so keep that in mind",1,g swhc breaking similar bull flag pattern volume light though keep mind
SWHC breaking out of this bull flag  ,1,swhc breaking bull flag
"G same story, moving in tandem here  ",1,g story moving tandem
GME new HoD,1,gme new hod
Watchlist for bounces MHP 47.45 COH 49.15 AMZN 265 4TA 98 A OOK IKE GD ONGS FOM HEE,1,watchlist bounce mhp coh amzn ta ook ike gd ongs fom hee
QCOM is really getting interesting. Might see new highs really soon.,1,qcom really getting interesting might see new high really soon
"PI making an effort, watch TIP too here",1,pi making effort watch tip
"ed Monthly Triangle on CSN,......pdating  ",1,ed monthly triangle csnpdating
CEN price action looking good going into earnings tonight,1,cen price action looking good going earnings tonight
MCP take-over chatter... (I know don't laugh...),-1,mcp takeover chatter know dont laugh
"ZNGA If you are bearish here, you don't know poker.  This is incredible.",1,znga bearish dont know poker incredible
CSC moving stop up again,1,csc moving stop
GOOG this market leader continues to hold up well  ,1,goog market leader continues hold well
CW long here 3.22,1,cw long
BAC Very Strong   Making  since 1 week on both sides. But Today Bull !,1,bac strong making since week side today bull
NFX failed attempt at a new high possible hesitation at the top I like the NFX130208P170 at 3.60  ,-1,nfx failed attempt new high possible hesitation top like nfxp
"user for AMPE, the Gap for business is 28%, so a low on 3.69 x 14% is 4.20, and the MA-20 is also 4.20, so that is my target",1,user ampe gap business low x also target
BAC going above resistance with some really HEAVY volume today. Should be in everyone's radar.,1,bac going resistance really heavy volume today everyones radar
CBK looking for the breakout; entry 6.51 stop 6.19  ,1,cbk looking breakout entry stop
NFX looking good so far on hourly. ooking for it to pull in to the 20 ema hrly at 170 maybe more  ,-1,nfx looking good far hourly ooking pull ema hrly maybe
AAP perhaps is time to start considering a ONG position on this name again. Finally some commitment.,1,aap perhaps time start considering ong position name finally commitment
AAP Short 451.50 Will go down as soon Mrk will ollover,-1,aap short go soon mrk ollover
sold my amzn stocks... better be flat ^^,-1,sold amzn stock better flat
"user Market only seemed to care about beating expectations, which were inflated it seems SII",1,user market seemed care beating expectation inflated seems sii
AAP Begin to ollover I,-1,aap begin ollover
"I think it's obvious that Valero VO has more room to run, but I certainly like HFC a lot more. Compare their P/E and revenue growth.",1,think obvious valero vo room run certainly like hfc lot compare pe revenue growth
Are we seeing a minor pullback for NFX or the beginning of a major correction? This investor isn't about to test the water. Still bearish,-1,seeing minor pullback nfx beginning major correction investor isnt test water still bearish
GDP from watch list 20 crossed above 50-day and near line with volume of 27% ave   ,1,gdp watch list crossed day near line volume ave
"NW - ong  19.75. Trailing Stop  21.06 from 5 prior Stops of 20.26, 19.93, 19.75, 18.95 and 18.15:  ",1,nw ong trailing stop prior stop
"user CSN, yesterday I bough at 25K1.2375 and 25K1.1550, I will continue scaling up/down",1,user csn yesterday bough k k continue scaling updown
"BAC Out  12.82 Not being Greedy, Will wait for a pullback or another day to reenter.",1,bac greedy wait pullback another day reenter
ZGNX Here it goes again.,1,zgnx go
MHP MCO SPX SPY Will S&P and Moody's once again threaten sovereign downgrade in response to mortgage fraud action?   ,-1,mhp mco spx spy sp moody threaten sovereign downgrade response mortgage fraud action
TMB suggested by a follower - poised to breakout to new highs. Buy area 64.00 on volume  ,1,tmb suggested follower poised breakout new high buy area volume
MHP MCO SPX SPY #CNBC  reports that Justice is seeking 5B+ from S&P for mortgage ratings in civil case/no criminal charges to date.,-1,mhp mco spx spy cnbc report justice seeking b sp mortgage rating civil caseno criminal charge date
AAP BAC two trades I'm looking to get involved at the close.,1,aap bac two trade im looking get involved close
long FS  30 could be late though watch ur stops,1,long f could late though watch ur stop
ooks like those MCP 8 calls for friday are paying well! ,1,ooks like mcp call friday paying well
NVDA Breaking a short-term downtrend line w/ SI rising and MACD trying to cross above 0  ,1,nvda breaking shortterm downtrend line w si rising macd trying cross
user: AAP Sold because the CNBC dump is coming,-1,user aap sold cnbc dump coming
VMW next trip to 79 its not going to be denied,1,vmw next trip going denied
"BI: QIK wins on functionality, loses on cost/service. 2 Q's of deferred rev declines + back-end loaded estimates = tough bar for 4Q (7/7)",-1,bi qik win functionality loses costservice q deferred rev decline backend loaded estimate tough bar q
ESX making a move to break into the gap.,1,esx making move break gap
"ed Weekly Triangle on KWK,.....Scaling p  ",1,ed weekly triangle kwkscaling p
V - On watch for tomorrow.   ,1,v watch tomorrow
ZNGA up almost 5% in after hours.,1,znga almost hour
"TIP coiling like a rattlesnake, long, looks higher   ",1,tip coiling like rattlesnake long look higher
EXAS Pretty set up   ,1,exas pretty set
ZNGA When a company beats by 1cents you have to seriously doubt if that is due to accounting tricks,-1,znga company beat cent seriously doubt due accounting trick
No Porn for me only ZNGA Pokeher,1,porn znga pokeher
"MHP Kids, don't do steroids   ",-1,mhp kid dont steroid
"thats good below the equator? user: ZNGA yoy sales growth over last six Q's: 80%, 59%, 32%, 19%, 3%, 0%",-1,thats good equator user znga yoy sale growth last six q
ooks like the intermediate bullish trend has been broken in SNTA - been safe money for months now   ,-1,ooks like intermediate bullish trend broken snta safe money month
"CS weekly (tied heavily to AAP but, absent that catalyst, this pattern persists):  ",-1,c weekly tied heavily aap absent catalyst pattern persists
AMN  Yep like I said. Penny stock in the making.,-1,amn yep like said penny stock making
AMN  Not only will this become a penny stock but this company will continue to dilute its shares like EC Silver did in the past.,-1,amn become penny stock company continue dilute share like ec silver past
EV Amazed how an 18% gainer gets no ST recognition. Guess that goes along with only having 15 followers. #undertheradar,1,ev amazed gainer get st recognition guess go along follower undertheradar
IBM Short Setup - 196.25 target:  ,-1,ibm short setup target
DNDN A subtle buy signal occurred today. (the set up)    ,1,dndn subtle buy signal occurred today set
Put FS at the top of your radar?today after Citigroup initiated?at Buy and target price of 41,1,put f top radartoday citigroup initiatedat buy target price
